	motifs_int	motifs_str	ARSCAN	CHISCO	DICEN	LADYSS	LTIE	CDPC	CRDP	ECONOMIX	LAPPS	MODALX	CEDCAC	CREA	ERO	LEGS	MODYCO	CEDIN	CREF	HAR	LEME	MONDESA	CEJEC	CRESPPA	IDHES	LESC	PRETECH	CEREG	CRPM	IREPH	LICAE	SOPHIAPOL	CEROS	CSLF	IRERP	LINP2	CHAD	CTAD	ISP	LIPO	AVERAGE	VAR	ST.DEV
{3} {18} {3,5,26}	[{3}, {18}, {26, 3, 5}]	{pos_NOUN} {pos_ADP} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	-16.00	-16.00	16.00	16.00	-16.00	16.00	-16.00	-16.00	-16.00	-16.00	16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	11.14	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-12.75	1.64	254.06	15.94
{24} {3} {17,18} {3}	[{24}, {3}, {17, 18}, {3}]	{pos_DET} {pos_NOUN} {lemma_de,pos_ADP} {pos_NOUN}	-16.00	-16.00	16.00	16.00	-16.00	16.00	-16.00	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	-16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	-10.65	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-14.26	1.87	254.05	15.94
{5,23,24,25,27} {3,5} {730}	[{5, 23, 24, 25, 27}, {3, 5}, {730}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {wp_▁de}	-16.00	16.00	-16.00	-11.55	-16.00	11.11	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	-19.88	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-7.54	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-0.73	253.85	15.93
{24,27} {3} {92}	[{24, 27}, {3}, {92}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {feats_Number=Plur}	-16.00	16.00	16.00	16.00	-16.00	-15.38	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	-16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-10.84	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-14.51	1.88	253.81	15.93
{24} {3} {18} {5} {3}	[{24}, {3}, {18}, {5}, {3}]	{pos_DET} {pos_NOUN} {pos_ADP} {feats_Number=Sing} {pos_NOUN}	-16.00	16.00	-16.00	-11.32	-16.00	-10.48	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	-18.27	16.00	-16.00	-19.48	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-7.39	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-1.34	253.67	15.93
{18} {5,24,27} {3} {18}	[{18}, {24, 27, 5}, {3}, {18}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP}	-16.00	16.00	16.00	-17.28	-16.00	-16.00	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-11.29	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	2.62	253.56	15.92
{24,27} {4} {17,18}	[{24, 27}, {4}, {17, 18}]	{pos_DET,feats_PronType=Art} {feats_Gender=Masc} {lemma_de,pos_ADP}	-16.00	16.00	16.00	-16.00	-16.00	-15.20	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-10.72	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-14.35	1.89	253.41	15.92
{3,4,5} {18} {5}	[{3, 4, 5}, {18}, {5}]	{pos_NOUN,feats_Gender=Masc,feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	-16.00	16.00	16.00	-14.50	-16.00	16.00	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-9.47	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-12.67	1.14	253.27	15.91
{5} {18} {92}	[{5}, {18}, {92}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Plur}	-16.00	16.00	16.00	16.00	-16.00	-15.12	-16.00	-16.00	-16.00	11.44	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	10.38	16.00	-16.00	16.00	16.00	-16.00	-19.37	16.00	-16.00	16.00	16.00	16.00	2.19	253.07	15.91
{18} {5,24} {5} {105}	[{18}, {24, 5}, {5}, {105}]	{pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_PUNCT}	-16.00	16.00	-16.00	16.00	-16.00	-13.29	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	-16.00	-16.00	11.82	-16.00	-16.00	16.00	16.00	16.00	-9.37	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	0.14	253.07	15.91
{5} {4,5} {18} {5}	[{5}, {4, 5}, {18}, {5}]	{feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	-16.00	16.00	-16.00	-13.64	-16.00	16.00	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-8.91	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-11.92	0.36	253.04	15.91
{5,24} {3,5} {17,18} {5}	[{24, 5}, {3, 5}, {17, 18}, {5}]	{feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing}	-16.00	16.00	-16.00	-14.14	-16.00	16.00	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-9.23	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	1.91	253.03	15.91
{4} {5} {4}	[{4}, {5}, {4}]	{feats_Gender=Masc} {feats_Number=Sing} {feats_Gender=Masc}	-16.00	16.00	-16.00	-14.41	-16.00	11.82	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-9.41	16.00	-16.00	16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	0.95	253.02	15.91
{17,18} {5,23,24,25,27} {4,5}	[{17, 18}, {5, 23, 24, 25, 27}, {4, 5}]	{lemma_de,pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc,feats_Number=Sing}	-16.00	16.00	16.00	-14.41	-16.00	11.82	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-9.41	16.00	-16.00	16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	0.95	253.02	15.91
{5} {26} {18} {5}	[{5}, {26}, {18}, {5}]	{feats_Number=Sing} {feats_Gender=Fem} {pos_ADP} {feats_Number=Sing}	-16.00	16.00	-16.00	-13.26	-16.00	-12.28	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-8.66	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	0.36	252.89	15.90
{26} {18} {5,24,27} {3,5}	[{26}, {18}, {24, 27, 5}, {3, 5}]	{feats_Gender=Fem} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	-16.00	16.00	16.00	-15.31	-16.00	-14.18	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-10.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	1.91	252.89	15.90
{24,27} {3,26} {11,26}	[{24, 27}, {26, 3}, {26, 11}]	{pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem} {pos_ADJ,feats_Gender=Fem}	-16.00	16.00	16.00	16.00	-16.00	-13.64	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-9.62	16.00	-16.00	16.00	-16.00	16.00	16.00	16.00	-16.00	16.00	16.00	-12.88	1.15	252.81	15.90
{4} {5} {4,5}	[{4}, {5}, {4, 5}]	{feats_Gender=Masc} {feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing}	-16.00	16.00	-16.00	-13.55	-16.00	11.49	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-8.85	16.00	-16.00	16.00	-16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	0.13	252.79	15.90
{26} {18} {23,24,25,27} {3}	[{26}, {18}, {24, 25, 27, 23}, {3}]	{feats_Gender=Fem} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	-16.00	16.00	16.00	16.00	-16.00	-13.63	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-9.61	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-12.87	1.15	252.79	15.90
{18} {23,24,25,27} {3} {17,18}	[{18}, {24, 25, 27, 23}, {3}, {17, 18}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP}	-16.00	16.00	16.00	-15.07	-16.00	-13.95	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	-16.00	12.83	-16.00	-16.00	16.00	16.00	16.00	-9.84	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	1.00	252.68	15.90
{17,18,728,730} {24} {4,5}	[{728, 17, 18, 730}, {24}, {4, 5}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {pos_DET} {feats_Gender=Masc,feats_Number=Sing}	-16.00	16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	-16.00	11.34	16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-10.68	16.00	-16.00	16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	1.70	252.67	15.90
{3} {18} {5} {3,26}	[{3}, {18}, {5}, {26, 3}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Gender=Fem}	-16.00	16.00	16.00	16.00	-16.00	-14.84	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-10.46	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-14.01	1.91	252.62	15.89
{5} {5,26} {18} {5}	[{5}, {26, 5}, {18}, {5}]	{feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem} {pos_ADP} {feats_Number=Sing}	-16.00	16.00	-16.00	-13.03	-16.00	-12.07	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-8.51	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	0.38	252.49	15.89
{5} {5} {18} {5,24,27} {5}	[{5}, {5}, {18}, {24, 27, 5}, {5}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	-16.00	16.00	-16.00	-15.37	-16.00	-14.24	-16.00	-16.00	-16.00	11.40	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-10.04	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	0.94	252.43	15.89
{5,26} {26} {18}	[{26, 5}, {26}, {18}]	{feats_Number=Sing,feats_Gender=Fem} {feats_Gender=Fem} {pos_ADP}	-16.00	16.00	16.00	-15.34	-16.00	-14.21	-16.00	-16.00	-16.00	11.51	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-10.02	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	0.95	252.43	15.89
{5} {3,5} {18} {24}	[{5}, {3, 5}, {18}, {24}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_ADP} {pos_DET}	-16.00	16.00	-16.00	-11.55	-16.00	-10.70	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	-19.88	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-7.54	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-1.31	252.41	15.89
{5,26} {18} {24} {5}	[{26, 5}, {18}, {24}, {5}]	{feats_Number=Sing,feats_Gender=Fem} {pos_ADP} {pos_DET} {feats_Number=Sing}	-16.00	16.00	-16.00	-11.01	-16.00	-10.19	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	-17.77	16.00	-16.00	-18.95	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-7.19	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-1.29	252.32	15.88
{24,27} {3} {18} {24} {5}	[{24, 27}, {3}, {18}, {24}, {5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {pos_DET} {feats_Number=Sing}	-16.00	16.00	-16.00	-11.92	-16.00	-11.04	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	-19.24	16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-7.78	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-1.31	252.23	15.88
{17,18} {5} {3,4,5}	[{17, 18}, {5}, {3, 4, 5}]	{lemma_de,pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	-16.00	16.00	16.00	-13.26	-16.00	16.00	-16.00	-16.00	-16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	-16.00	-16.00	-16.00	-11.23	-16.00	-16.00	16.00	16.00	16.00	-8.66	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	0.39	252.20	15.88
{24,27} {3,4} {4}	[{24, 27}, {3, 4}, {4}]	{pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc} {feats_Gender=Masc}	-16.00	16.00	16.00	16.00	-16.00	16.00	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	-16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-9.59	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-12.83	1.94	252.16	15.88
{5} {4} {17,18}	[{5}, {4}, {17, 18}]	{feats_Number=Sing} {feats_Gender=Masc} {lemma_de,pos_ADP}	-16.00	16.00	-16.00	-13.08	-16.00	16.00	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-8.54	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-11.44	0.39	252.14	15.88
{5,24} {3,5,26} {5}	[{24, 5}, {26, 3, 5}, {5}]	{feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem} {feats_Number=Sing}	-16.00	16.00	16.00	-10.52	-16.00	-9.74	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	-18.11	-16.00	16.00	-16.00	-16.00	16.00	16.00	-19.00	-6.87	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-1.27	252.12	15.88
{5} {5} {18} {3}	[{5}, {5}, {18}, {3}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {pos_NOUN}	-16.00	16.00	16.00	-17.02	-16.00	16.00	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-11.12	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-14.88	2.66	252.06	15.88
{5} {3,5} {18} {3}	[{5}, {3, 5}, {18}, {3}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_ADP} {pos_NOUN}	-16.00	-16.00	16.00	-13.00	-16.00	16.00	-16.00	-16.00	-16.00	-16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	-8.49	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-11.36	0.40	252.00	15.87
{4} {18} {5,24,27}	[{4}, {18}, {24, 27, 5}]	{feats_Gender=Masc} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art}	-16.00	16.00	16.00	-17.91	-16.00	16.00	-16.00	-16.00	-16.00	11.68	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-11.69	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	2.48	251.91	15.87
{3,26} {18} {26}	[{26, 3}, {18}, {26}]	{pos_NOUN,feats_Gender=Fem} {pos_ADP} {feats_Gender=Fem}	-16.00	-16.00	-16.00	16.00	-16.00	-12.39	-16.00	-16.00	-16.00	-16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-8.73	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-11.69	0.40	251.90	15.87
{24} {3,26} {11}	[{24}, {26, 3}, {11}]	{pos_DET} {pos_NOUN,feats_Gender=Fem} {pos_ADJ}	-16.00	16.00	16.00	16.00	-16.00	16.00	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-10.82	16.00	-16.00	16.00	-16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	2.66	251.88	15.87
{4} {4} {5}	[{4}, {4}, {5}]	{feats_Gender=Masc} {feats_Gender=Masc} {feats_Number=Sing}	-16.00	16.00	16.00	16.00	-16.00	16.00	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-10.81	16.00	-16.00	16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	2.66	251.88	15.87
{5,23,24,25,27} {5} {105}	[{5, 23, 24, 25, 27}, {5}, {105}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {pos_PUNCT}	-16.00	16.00	-16.00	16.00	-16.00	-15.77	16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-11.12	16.00	-16.00	16.00	-16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	2.66	251.88	15.87
{3} {17,18,728,730} {5} {5}	[{3}, {728, 17, 18, 730}, {5}, {5}]	{pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing} {feats_Number=Sing}	-16.00	16.00	16.00	16.00	-16.00	16.00	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-11.52	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-15.43	2.66	251.84	15.87
{17,18} {4,5} {5}	[{17, 18}, {4, 5}, {5}]	{lemma_de,pos_ADP} {feats_Gender=Masc,feats_Number=Sing} {feats_Number=Sing}	-16.00	16.00	16.00	-19.29	-16.00	16.00	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-12.59	16.00	-16.00	16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	3.37	251.75	15.87
{5,23,24,25,27} {3,5} {18} {5}	[{5, 23, 24, 25, 27}, {3, 5}, {18}, {5}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	-16.00	16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-10.59	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	2.67	251.72	15.87
{3,5} {18} {5,24,27} {3}	[{3, 5}, {18}, {24, 27, 5}, {3}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN}	-16.00	16.00	-16.00	-12.46	-16.00	-11.54	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-8.14	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-0.42	251.57	15.86
{3,5} {18} {5,24,27} {3,5}	[{3, 5}, {18}, {24, 27, 5}, {3, 5}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	-16.00	16.00	-16.00	-12.46	-16.00	-11.54	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-8.14	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-0.42	251.56	15.86
{24} {3} {18} {24}	[{24}, {3}, {18}, {24}]	{pos_DET} {pos_NOUN} {pos_ADP} {pos_DET}	-16.00	16.00	16.00	16.00	-16.00	-18.70	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-13.19	16.00	-16.00	16.00	-16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	3.37	251.56	15.86
{18} {23,24,25,27} {5} {105}	[{18}, {24, 25, 27, 23}, {5}, {105}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {pos_PUNCT}	-16.00	16.00	-16.00	-11.04	-16.00	-10.22	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	-19.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-19.94	-7.21	16.00	-16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-2.19	251.39	15.86
{5} {26} {17,18}	[{5}, {26}, {17, 18}]	{feats_Number=Sing} {feats_Gender=Fem} {lemma_de,pos_ADP}	-16.00	16.00	-16.00	-12.34	-16.00	-11.43	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-8.06	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	-0.42	251.39	15.86
{18} {5,23,24,25,27} {5} {105}	[{18}, {5, 23, 24, 25, 27}, {5}, {105}]	{pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {pos_PUNCT}	-16.00	16.00	-16.00	-11.03	-16.00	-10.21	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	-18.98	-16.00	16.00	-16.00	-16.00	16.00	16.00	-19.92	-7.20	16.00	-16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-2.19	251.36	15.85
{18,692,695} {24,27} {3}	[{18, 692, 695}, {24, 27}, {3}]	{pos_ADP,lemma_à,wp_▁à} {pos_DET,feats_PronType=Art} {pos_NOUN}	-16.00	16.00	-16.00	16.00	-16.00	-12.04	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-8.49	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-11.36	-0.42	251.34	15.85
{3} {17,18} {5} {26}	[{3}, {17, 18}, {5}, {26}]	{pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing} {feats_Gender=Fem}	-16.00	16.00	-16.00	-11.27	-16.00	16.00	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	-19.40	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-7.36	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	16.00	-16.00	-9.85	-1.26	251.30	15.85
